"Raf"	"Mek"	"PLCg"	"PIP2"	"PIP3"	"Erk"	"Akt"	"PKA"	"PKC"	"p38"	"JNK"	"experiment"
81.3	77.7	4.66	50.5	12.5	13.9	41.4	1055	20.2	44.1	13	13
27.6	23.9	1.06	75	18.9	12.2	42.6	1459	16.5	51.4	157	13
30.2	25	11.9	22.5	11.5	14.6	28.1	661	20	62.1	94.7	13
33.4	26.9	11.9	145	29.4	22.7	49.6	965	27.1	59.4	149	13
176	130	47	43.7	19.6	15.8	39.6	655	9.14	32.8	72.3	13
91.4	71	5.99	9.14	1.24	42.2	60.4	704	16	48.3	149	13
26.9	23.7	132	1065	276	33.7	65.5	717	12.5	31.1	35.5	13
86.6	77.7	34.9	25.9	23.5	45.3	82.8	1928	20.2	56.2	111	13
27.1	22.5	5.38	10.1	8.9	25	43.3	588	27.6	61	88.2	13
20.4	24.6	13.7	98.2	9.14	26.4	50.5	866	31.3	75.7	289	13
86.6	73.7	8.58	107	34.3	73.7	137	1640	12.4	33.1	55.2	13
25	19.1	12.2	50	12.6	40.7	76.4	743	11.5	24.6	52.8	13
34.6	19.1	87.4	229	73	9.06	35.2	1000	21.3	45.7	107	13
26.7	16	26.7	200	22.9	94.7	284	4032	16.8	52.8	69.8	13
175	259	11.4	18.9	4.18	10.7	25.3	806	15.7	41.8	163	13
69.8	53.8	10.6	11.1	1.27	9.22	24.6	704	20.9	50.5	100	13
35.2	26.4	1.83	79.1	18.8	20.9	41.4	578	23.7	69.8	82	13
11.4	40.7	15.7	24.4	11.1	9.22	42.2	1554	23.3	51.9	79.9	13
104	65.5	7.84	76.4	7.37	69.8	164	1843	2.92	74.3	2.79	13
25.7	17.5	1	231	43.7	28.6	59.9	685	14.3	33.4	66.1	13
47	30.2	9.31	205	19.3	22.1	59.4	1420	12.6	34.3	40.7	13
35.2	22.1	1.75	103	8.2	53.3	96.5	1186	12.7	32.5	54.2	13
63.8	48.7	3.28	119	17.6	11.9	42.6	828	5.83	23.5	22.1	13
30.8	18.1	9.82	16.4	8.2	14.7	47	621	11.7	28.1	22.9	13
73.7	20.2	19.6	437	69.2	14.5	37.5	791	13.8	29.7	36.8	13
69.8	67.3	3.62	99.1	28.6	12.6	35.2	649	21.1	43.7	63.8	13
117	78.4	31.9	78.4	20.4	40.3	73.7	692	12.1	27.6	71	13
37.5	28.6	1	146	11.8	19.6	40	730	30.5	71.7	143	13
87.4	23.3	5.94	57.3	16.8	112	219	2414	16	46.6	46.1	13
23.7	16	3.92	21.7	3.79	35.5	62.6	743	6.38	11.4	2.69	13
44.5	42.2	21.7	127	36.8	137	334	4870	5.42	18.8	3.72	13
28.9	34	7.84	12.7	5.73	20.9	59.9	610	21.1	44.5	69.8	13
25.7	30.2	4.18	23.1	9.22	22.3	45.7	757	23.9	55.2	84.3	13
31.3	34.9	13.6	12.4	19.1	14.6	36.2	698	99.1	133	38.5	13
36.8	22.5	2.59	62.1	9.22	7.99	21.7	685	9.82	28.4	45.3	13
32.5	20	77.7	784	138	32.2	57.3	542	6.98	37.5	6.67	13
32.8	28.4	15.8	2.5	21.9	33.7	48.7	491	6.98	22.3	51.4	13
141	137	3.19	79.1	1.42	25.7	50.9	667	25.9	63.2	88.2	13
61.5	49.6	1.11	132	25.5	30.2	45.7	594	15	41	80.6	13
50	28.1	14.7	95.6	25.5	12.5	29.2	1322	13.6	33.1	48.7	13
27.4	28.6	6.44	109	20.5	20	55.2	1568	13.3	36.5	51.9	13
21.1	19.5	13.1	20.9	1	14.6	31.1	898	26.9	49.6	6.32	13
26.7	25.9	50.5	667	136	31.9	60.4	799	42.9	114	281	13
27.4	35.9	2.92	103	40.7	55.2	103	1124	14.9	57.8	215	13
248	211	7.17	11.8	13.7	42.9	73.7	1027	14.2	37.2	52.8	13
26.2	30.2	77	44.5	20	17.8	50.9	583	12.3	37.5	31.6	13
69.2	63.2	55.7	67.9	18.9	27.1	78.4	2035	18.6	49.1	68.5	13
101	71.7	6.38	11.3	8.74	33.7	51.9	698	18.3	35.2	50	13
37.9	15	8.98	41.4	11.5	23.7	38.2	514	13.9	37.9	96.5	13
72.3	53.8	9.56	7.37	1	89	188	1526	10.2	23.9	35.5	13
34	25	4.29	142	34.3	1165	3051	523	12.1	33.7	47	13
37.9	29.4	18.8	19.6	10.1	11.5	28.6	445	14.6	42.9	57.8	13
7.57	7.57	16.4	221	92.2	22.1	52.3	770	23.3	53.8	120	13
30.8	21.9	7.5	26.7	17.3	41.4	100	2091	34.3	125	264	13
80.6	63.8	3.96	135	26.4	32.8	53.3	626	22.9	49.6	58.8	13
34.6	28.1	12	37.2	20.5	13.1	54.2	1197	9.56	29.2	29.4	13
33.1	29.4	20.4	106	47.4	45.3	75	632	13.9	45.7	54.2	13
47.4	47	57.3	53.8	22.7	16.3	40	538	16	26.2	58.3	13
34	35.5	6.67	7.91	13.2	38.5	105	3191	8.06	32.8	44.9	13
95.6	73	11.5	126	20.2	14.6	43.7	588	6.92	21.1	56.7	13
38.9	29.2	11.4	340	77.7	26.4	67.3	1640	10.5	29.7	42.6	13
60.4	51.4	6.44	15	6.85	43.3	76.4	1065	26.4	79.9	119	13
55.7	47.8	4.03	17.8	16.8	41.8	105	1596	15.8	24.1	3.25	13
17.6	17	14.6	163	19.6	35.9	64.4	882	16.8	35.9	46.1	13
25.3	31.6	1.38	50.9	3.13	19.1	50	673	10.8	21.1	22.3	13
66.7	63.8	10.6	207	54.7	13.6	35.9	770	17.2	36.5	77.7	13
28.1	19.8	5.78	13.2	3.08	15.7	31.3	557	14.7	41	66.1	13
29.4	32.5	16.1	84.3	39.6	11.1	42.6	594	11.2	28.4	45.7	13
35.5	31.1	2.94	221	16.7	56.7	131	3652	34	93.1	142	13
47	26.4	16.7	42.2	38.2	6.61	40.7	882	14.5	50.5	143	13
48.3	50.9	28.4	21.9	16.3	16.5	48.7	866	16.4	43.7	64.9	13
43.3	20.5	23.7	28.9	14.7	14.5	49.6	1946	14.3	32.2	46.6	13
33.1	17	4.26	12.3	1	17	49.1	851	18.8	59.9	147	13
29.2	21.5	13.5	19.3	17.3	26.4	61	858	11.3	31.6	58.3	13
27.4	22.7	6.98	47.8	12.2	21.1	43.7	1084	21.5	57.8	89	13
31.6	29.7	18.6	102	17.9	17.6	47.8	1596	23.7	50	85.8	13
44.1	36.2	5.09	44.1	52.3	33.1	71	437	9.91	35.9	31.9	13
34.9	31.6	10.4	22.9	8.2	23.1	47.4	528	35.2	82.8	110	13
22.7	29.4	8.66	8.2	18.4	18.8	56.7	914	13.6	29.4	41.8	13
154	163	7.04	165	38.9	53.3	81.3	667	7.43	41	37.5	13
135	104	40.7	567	73.7	16.3	41.8	874	11	24.1	36.2	13
143	126	15.3	35.9	16.3	36.8	68.5	757	15.1	35.9	41	13
53.3	46.6	26.4	42.2	12.1	36.2	59.4	632	12.7	28.9	52.3	13
34.6	31.6	51.9	219	85.8	16.7	40	806	9.14	30.2	17.6	13
77	74.3	1	135	8.98	41	78.4	939	10.8	26.9	55.2	13
31.3	25.9	21.9	5.83	17	8.66	12	163	13.1	22.3	37.5	13
231	165	10.1	15.1	3.37	22.9	47	441	39.2	138	449	13
96.5	86.6	9.82	175	74.3	9.47	32.5	866	20.2	55.2	72.3	13
96.5	85.8	18.9	5.19	31.6	38.2	61.5	632	7.57	24.1	33.7	13
27.9	29.4	44.5	89.8	10.1	32.2	60.4	557	13	39.2	64.4	13
219	136	14.9	250	53.3	26.2	41.4	717	23.7	59.4	111	13
31.3	24.1	6.38	14.6	10.3	12.5	34	632	41.8	129	359	13
79.1	65.5	4.74	164	57.8	15.1	31.9	730	9.73	27.6	44.5	13
23.1	21.9	11.7	11.8	4.96	20.5	38.9	931	16.3	44.9	66.1	13
50.9	37.5	51.4	99.1	82.8	16.1	44.5	1670	23.1	65.5	163	13
42.6	32.8	10.9	14.9	6.67	41	73	649	11.9	32.2	34.6	13
115	90.6	17	24.1	6.67	11.4	44.1	626	29.2	50.9	4.37	13
46.6	46.6	5.73	13.1	1	17.6	42.9	698	13.3	45.3	59.9	13
96.5	72.3	7.3	9.73	3.62	20.5	40.7	478	12.1	24.8	64.9	13
66.1	58.3	30	129	50.5	38.2	84.3	1794	12.6	35.9	51.4	13
34.6	16	31.1	311	67.9	53.8	77.7	1065	8.35	29.4	37.5	13
81.3	63.2	30	400	85.1	9.31	22.7	594	10.5	40	56.7	13
47	35.5	16.5	129	41.4	9.22	20	1000	18.4	49.1	91.4	13
23.9	11.4	30	50.9	16.7	27.6	58.8	906	8.28	29.7	33.7	13
33.4	34.9	9.47	10.3	8.35	11.5	26.9	1778	9.31	21.9	58.8	13
146	114	7.37	19.3	4.22	45.3	106	3162	19.3	66.1	176	13
21.5	27.1	16.1	198	27.4	4.78	4.33	81.3	9.06	35.2	38.2	13
29.2	28.9	31.6	111	23.9	16.1	38.2	491	29.2	100	164	13
35.5	29.2	6.85	112	19.3	11.3	31.1	843	13.1	24.4	37.9	13
38.2	30.5	13.9	392	93.1	70.4	111	1094	17.3	50	50.5	13
20.2	18.1	3.52	75.7	23.7	22.1	51.4	673	10.8	26.9	64.9	13
18.9	19.3	4.7	474	52.8	11.2	32.8	578	19.1	67.3	85.8	13
57.8	61	22.1	95.6	50	29.7	46.6	1827	14.6	34.3	73	13
33.1	21.7	73.7	334	100	16.7	39.2	692	14.7	29.7	46.1	13
60.4	41.8	7.99	32.8	11.9	36.8	66.7	843	17.6	30.2	53.3	13
51.9	53.8	38.9	32.8	9.39	2.64	6.15	229	12	24.4	31.1	13
65.5	46.1	11.3	145	21.1	16.5	43.3	1715	7.17	30.5	40.3	13
36.8	35.9	9.56	257	36.8	13.9	37.5	1114	14.9	40	50.5	13
50.9	44.1	4.26	143	23.9	21.9	49.1	509	36.2	113	271	13
44.1	33.1	1.91	97.3	23.3	86.6	160	1395	16.8	42.6	37.9	13
44.1	40.3	71	64.4	44.5	28.6	59.4	685	12.5	33.1	36.5	13
27.4	29.7	10.6	32.8	8.43	12.2	49.6	1700	15.5	54.7	138	13
39.2	36.8	13.5	78.4	39.6	16	42.6	882	25	58.3	189	13
32.5	31.6	42.6	217	57.3	36.8	70.4	828	10.6	34	55.2	13
153	82	2.71	133	33.7	74.3	117	1395	17.2	50.5	61.5	13
147	123	9.56	14.2	6.61	20.5	56.2	939	11.2	31.3	51.4	13
164	103	20.2	17	22.7	39.6	64.4	1208	13	34.6	77	13
90.6	78.4	1	136	22.3	4.83	7.5	145	20.5	59.9	195	13
33.7	41.4	7.77	13.5	3.05	16	48.3	1104	10.6	21.9	62.1	13
100	136	4.83	122	11.1	14.7	47	1981	9.22	22.7	42.6	13
41	20.9	12.1	58.8	29.4	7.84	20.5	453	9.91	25.5	42.6	13
33.7	31.9	8.2	19.5	2.31	17.3	36.5	410	9.82	27.4	40	13
29.2	31.3	28.4	72.3	16.7	50.5	80.6	483	1	78.4	10.8	13
36.2	36.2	7.23	15.7	3.22	46.1	75.7	1275	14.6	43.7	31.1	13
39.2	18.3	4.78	382	75.7	36.5	77.7	2890	14.1	24.4	35.5	13
29.7	24.8	25.9	289	45.7	8.82	27.9	466	8.98	28.6	58.3	13
23.7	21.3	5.47	74.3	21.1	38.5	79.1	973	11.7	37.9	50	13
331	213	2.15	183	18.8	42.6	82.8	991	17.5	49.1	55.7	13
36.2	26.9	2.46	205	20.9	34.9	64.4	764	24.8	70.4	161	13
79.1	70.4	4	141	11.8	31.9	70.4	710	10.3	30	41.8	13
63.8	67.3	8.74	13.2	11.8	31.1	56.7	799	33.4	74.3	149	13
36.5	27.6	15.8	178	54.7	73.7	124	1472	22.7	51.4	213	13
80.6	65.5	2.59	73	44.9	36.2	71.7	858	9.65	24.8	56.2	13
45.3	12.4	7.77	186	38.9	30.8	69.8	1084	16.4	45.7	165	13
70.4	57.8	13.6	64.9	14.6	17.3	36.2	514	11.9	29.4	46.6	13
30.8	20.4	16.5	29.7	1	60.4	100	757	16	39.2	69.2	13
24.8	22.5	12.3	34.9	11.4	7.5	24.8	799	17.9	59.9	93.9	13
30.8	26.2	39.2	615	89	7.7	18.3	820	17	24.4	12.6	13
63.8	59.9	13.1	160	28.6	41.8	63.8	882	14.6	31.6	78.4	13
35.2	21.9	14.5	19.1	9.39	15.1	33.7	599	38.5	82.8	132	13
3.28	2.97	25.9	205	80.6	8.35	32.8	890	11.1	31.9	38.9	13
51.9	20.9	2.19	93.1	13.1	40.3	81.3	858	13	23.7	41	13
27.4	17.8	40.3	379	82	32.2	59.9	717	7.91	28.9	31.9	13
39.2	34	4.29	23.7	17.6	28.9	69.2	828	14.7	32.8	53.8	13
8.74	12.3	7.84	22.9	13.6	9.56	30.8	1433	12.1	35.5	53.8	13
34.9	31.6	3.16	100	22.9	97.3	211	2480	17.3	53.8	175	13
191	119	1.79	107	14.9	16.4	48.3	1322	16.5	32.2	111	13
28.1	42.6	7.04	7.7	5.78	35.5	63.8	1046	17.6	54.7	58.8	13
40	38.5	20	88.2	55.2	14.5	39.6	906	27.9	62.6	191	13
66.1	48.3	1.93	385	38.5	27.4	58.3	730	17.6	45.7	59.9	13
28.4	15.1	4.1	85.1	19.8	14.6	55.2	1999	10.1	24.4	57.3	13
64.9	50.5	6.21	77	25.7	18.6	41	843	16.7	47.8	67.9	13
26.9	27.9	9.65	62.6	10.4	5.99	14.9	178	11.1	34.6	47.8	13
31.9	20.7	4.74	102	23.1	43.7	73.7	777	22.1	41.4	77.7	13
38.2	16.3	12.2	24.4	10	41.4	72.3	698	25.7	73	87.4	13
29.2	23.7	34.3	114	32.8	13.5	36.5	770	12.4	35.9	40.3	13
31.1	42.6	27.9	281	88.2	50.9	99.1	1843	17.8	37.5	66.7	13
29.2	24.6	8.82	17.6	14.7	34.3	77	1894	12	31.3	96.5	13
84.3	68.5	2.37	340	36.2	9.56	24.6	588	10.2	18.4	30.5	13
31.3	18.8	44.1	22.1	13.1	13.5	31.1	610	5.14	13.8	5.52	13
50.5	42.6	13.2	244	55.7	34.9	74.3	1124	14.3	42.2	54.7	13
58.3	59.4	12.6	19.6	20.2	32.8	63.8	604	4.91	167	5.67	13
50.9	34.9	8.51	106	10.9	48.7	75.7	965	19.3	30.2	53.3	13
108	71.7	7.23	13.8	11.4	34.6	68.5	567	13.6	48.3	121	13
59.9	58.3	11.8	26.9	4.61	44.9	77.7	514	9.56	25.3	60.4	13
47.4	41.4	5.28	113	9.73	6.92	22.1	784	14.2	46.1	96.5	13
33.1	37.9	15	281	69.8	47.4	77.7	698	17.8	48.3	235	13
27.6	24.6	26.4	51.9	1.47	9.91	28.9	1065	9.73	13	41	13
43.3	41	4.61	77.7	20	30.5	58.3	1700	9.14	23.9	47.4	13
146	143	12.5	9.82	4.18	42.6	82.8	973	38.2	85.8	129	13
62.1	59.4	11.8	93.9	45.7	20	46.6	483	13.9	35.9	37.5	13
37.9	41.4	8.28	16	1.68	17.8	40	820	8.98	25.3	58.8	13
20.7	22.1	14.2	147	35.9	20	44.9	594	16.8	36.8	89.8	13
74.3	63.8	6.67	5.42	19.5	11.5	25.5	667	12.7	39.2	54.7	13
32.8	28.6	4.83	102	21.5	35.2	101	2288	10.1	30.5	75	13
62.6	44.9	65.5	66.7	20.9	20.5	45.3	813	47.4	89	163	13
17	28.9	77.7	67.3	15	19.6	55.2	1911	12.2	36.8	50.5	13
105	72.3	9.14	221	41.4	24.4	47	692	8.82	26.4	39.6	13
32.2	21.1	15.4	110	32.5	15.5	41.4	828	37.9	82.8	110	13
25.9	29.2	42.2	161	55.2	48.3	75	890	4.41	8.82	8.82	13
51.9	38.2	8.51	1.39	13.1	15.1	43.7	710	10.6	25.3	47.4	13
155	121	7.43	14.5	1	38.2	75.7	698	16.5	35.5	31.3	13
79.1	20.2	5.78	157	24.6	15.8	36.5	1134	19.1	35.9	62.1	13
104	108	5.57	114	17.6	13.2	43.7	1582	6.85	17.6	70.4	13
65.5	42.9	6.15	44.5	3.05	26.7	62.6	799	14.6	36.8	37.2	13
36.2	19.1	28.1	40.7	13.3	19.8	43.3	866	17.2	34.9	75	13
104	59.4	37.2	41	11.5	40	68.5	1241	5.67	36.2	42.9	13
94.7	76.4	47.4	57.3	16.5	27.6	54.7	922	21.3	44.5	96.5	13
82	56.2	30.8	48.7	21.1	72.3	229	5003	10.7	19.3	37.5	13
25	29.7	1.72	104	11.9	29.7	59.9	1219	12.6	42.2	82	13
27.9	20.2	19.1	418	96.5	25.3	58.8	1640	18.3	40	88.2	13
24.1	34	5.38	15.4	3.11	34	64.4	1252	14.5	23.3	56.2	13
41	25.9	24.8	16.7	13.1	29.4	69.2	667	39.6	82.8	137	13
50.5	42.6	38.9	34.9	15.1	15.1	44.1	2329	13.3	40.3	59.4	13
29.7	21.9	21.3	235	71	18.9	36.5	594	10.9	24.8	51.9	13
27.9	25.7	3.92	355	44.9	80.6	157	1611	28.1	73	99.1	13
29.4	27.1	8.66	11.2	4.33	107	154	644	12.7	32.5	50.9	13
32.2	34.6	2.62	28.9	3.89	6.55	23.7	127	13.2	33.4	43.3	13
77	55.7	17.2	30.5	14.6	17	50.9	1554	10.6	32.2	52.8	13
106	59.4	4.49	147	25.9	19.1	62.6	2267	8.82	23.7	41.8	13
79.9	40.7	13.2	117	50.5	15.3	51.9	1963	9.65	25.7	82.8	13
26.4	16.1	7.64	12.9	7.91	33.4	68.5	874	31.3	72.3	137	13
35.9	35.9	6.79	12.1	6.04	9.39	22.7	337	15	25.9	56.7	13
78.4	58.3	19.1	44.9	16.4	41.4	65.5	661	19.3	55.7	213	13
60.4	52.8	3.75	372	67.9	10.6	44.1	1114	10.7	23.7	61.5	13
58.8	72.3	4.29	12.7	1.26	21.9	53.3	1065	15.1	39.6	69.2	13
35.2	25	39.6	38.9	49.6	30.2	67.3	882	23.9	83.5	209	13
21.1	36.8	8.28	106	36.8	6.79	33.7	956	10.9	26.9	17.3	13
69.8	62.6	20.5	200	29.7	14.7	54.2	685	12	17.6	31.6	13
50.5	58.3	10.6	16.7	10.5	36.5	57.8	1134	11.7	40.3	64.4	13
44.5	37.5	14.3	204	57.3	40.3	70.4	1794	15.4	25.5	34.9	13
32.2	12.9	20.9	26.2	11.1	16	36.8	791	14.3	31.9	39.6	13
96.5	90.6	11.4	14.5	11.5	10.7	34.6	655	18.8	40.3	59.4	13
25	31.1	11.1	17.9	16.1	22.3	45.7	457	12.7	32.8	63.2	13
43.3	34.3	4.87	12	1.01	64.9	188	3854	68.5	225	461	13
31.1	19.1	30	30.2	25.5	9.14	16.3	259	11.2	26.9	64.4	13
27.9	18.3	12.4	433	100	11.2	34.9	1144	27.1	66.7	167	13
30.8	23.1	22.3	42.6	26.9	23.5	37.2	557	7.57	26.7	56.7	13
22.5	22.9	3.28	75.7	12.6	8.13	50.9	552	17.3	43.7	141	13
30.5	22.9	57.8	661	184	37.5	66.7	649	13.1	33.4	66.7	13
20.7	22.9	7.37	115	58.8	17.6	41.8	973	2.69	49.6	8.66	13
84.3	81.3	9.56	10.4	6.67	24.1	52.8	866	12.2	43.3	137	13
67.9	56.2	4.1	118	17.9	29.4	62.1	1000	10.5	27.6	33.1	13
29.2	18.6	17	61.5	51.9	29.4	56.7	644	13.8	35.2	40.3	13
28.1	17.8	8.43	8.9	10.7	89	163	698	17	50.9	41.8	13
13.6	10	10.2	13.7	9.65	28.4	51.4	906	8.51	27.6	45.7	13
41.4	15.3	9.91	5.52	12.5	32.8	70.4	784	8.06	25.7	32.8	13
25.9	16.7	76.4	403	71.7	15.1	34	655	13.2	35.9	57.8	13
28.1	18.6	82	46.6	31.1	12.9	39.2	1407	12	23.3	65.5	13
35.9	30.5	12	165	12.1	8.13	15.1	305	14.6	34.6	52.8	13
19.6	24.4	27.4	200	64.9	13.9	36.5	588	15	41	47.4	13
33.7	20.5	5.52	12.5	5.78	15	34	906	11.9	32.5	64.9	13
151	108	6.26	7.64	10.8	44.1	83.5	750	1.68	111	10.4	13
26.2	20.9	51.4	63.8	20	31.6	54.2	542	14.3	31.9	70.4	13
22.9	19.5	24.6	138	35.2	9.82	33.1	784	12.7	30	58.3	13
137	79.9	22.7	365	39.2	21.5	56.2	1009	9.22	36.8	46.1	13
83.5	85.1	12.4	407	82.8	36.2	66.1	692	32.2	92.2	195	13
22.1	19.1	18.6	281	76.4	13	36.8	685	13.9	36.8	117	13
32.5	28.9	13.6	14.6	3.82	32.2	68.5	799	14.9	44.9	104	13
23.1	26.9	9.65	48.3	23.3	26.7	44.9	528	11.8	13.2	3.82	13
221	164	31.9	37.2	23.3	33.7	90.6	2666	20	58.3	60.4	13
48.3	48.7	2.37	52.8	18.6	56.7	113	2091	9.06	26.7	42.9	13
40.3	26.7	6.21	122	13.1	16.1	52.3	2148	20.9	89	98.2	13
26.2	23.1	4.74	141	29.4	157	449	7432	9.56	25.3	41.4	13
62.6	61.5	9.06	17.9	14.6	21.3	68.5	2308	10.7	24.6	48.7	13
149	113	6.92	10.5	10.4	9.31	31.1	567	14.6	29.2	44.1	13
202	122	8.82	8.82	8.98	47	66.7	655	14.3	33.7	47	13
85.1	70.4	12.4	11.4	10.6	23.9	47.8	906	13.7	37.2	43.3	13
28.1	20.2	6.49	466	129	24.8	75.7	1731	11.7	16.8	8.66	13
77	71.7	23.1	86.6	40	59.9	93.9	813	21.9	52.8	77	13
34.9	36.2	82	426	122	41.4	87.4	799	12.5	34.6	59.9	13
37.2	25.7	78.4	150	53.3	10.8	25.9	437	9.14	26.4	40.7	13
95.6	200	8.98	9.14	9.14	43.3	83.5	1928	10.9	34.6	57.8	13
117	98.2	7.64	195	36.8	19.8	55.7	2187	24.4	74.3	195	13
55.7	42.6	10.1	71	39.6	24.6	66.1	1263	12.6	37.2	35.5	13
73	55.7	10.4	104	24.4	33.7	89	1778	13.2	51.9	77.7	13
26.7	17	6.98	14.2	13.5	30	43.7	514	22.5	63.8	80.6	13
52.3	52.8	6.92	13.2	1.64	20.7	40	799	11.7	42.2	66.7	13
121	106	1	149	12.5	19.1	42.6	638	11.1	37.9	45.3	13
76.4	82	33.7	38.9	20.5	11.7	38.5	1310	6.32	27.9	21.3	13
26.4	24.6	16.7	26.7	12.3	40	76.4	632	36.8	86.6	147	13
85.8	62.1	4.37	113	13.5	28.6	63.2	806	10.6	24.4	55.7	13
62.6	63.2	4.41	100	9.22	15.3	49.6	519	17	53.3	115	13
33.1	31.1	5.83	10.8	2.25	12.3	26.9	523	24.6	82	239	13
21.3	19.5	3.79	106	8.74	25.7	56.2	1640	20.2	43.3	138	13
137	122	2.13	181	9.91	34	68.5	1275	24.6	71	294	13
40.3	31.9	39.6	49.6	13.7	15.5	35.9	626	15.1	35.2	92.2	13
146	88.2	26.9	27.1	20.7	21.3	92.2	3718	14.5	38.9	50	13
35.9	25.3	2.11	181	13.8	19.3	54.7	799	11.7	27.6	55.2	13
98.2	68.5	26.2	93.9	61	12.9	36.2	874	9.73	31.3	40.3	13
33.4	26.9	7.7	6.73	11.9	11.2	28.6	947	9.06	32.5	47	13
39.6	26.2	7.43	12.6	1.01	25.9	67.3	2690	11.1	28.6	58.3	13
164	129	22.3	28.9	22.7	22.3	28.1	588	17.8	67.9	99.1	13
37.5	40	64.9	52.3	33.4	54.2	101	1027	23.9	67.3	269	13
31.1	21.9	2.94	150	11.8	18.1	34.6	939	9.39	23.1	45.3	13
37.5	23.9	13.3	17.3	5.38	31.9	77.7	2414	12.5	41.4	53.8	13
103	69.8	4.74	13.9	11.2	24.4	47.4	799	15.5	38.9	67.9	13
36.8	24.6	11	146	49.1	12	30	557	17.6	34.3	68.5	13
38.5	37.5	33.1	40.3	6.1	38.9	67.9	882	12.2	54.2	142	13
89	19.1	5.52	24.8	12.7	12.9	28.9	710	9.31	20	1.63	13
65.5	50.5	13.9	453	89.8	29.7	52.3	644	12.3	41.4	114	13
59.9	42.6	25.7	12.7	32.8	14.5	34.9	866	16.3	48.3	99.1	13
26.7	24.8	19.8	43.7	14.5	11.7	33.1	698	11.2	36.2	66.1	13
26.7	29.7	32.2	168	49.1	41.8	84.3	914	59.4	77.7	21.5	13
27.9	35.5	6.92	17.2	5.09	50	95.6	791	13	46.1	157	13
34	23.1	32.2	311	72.3	48.3	79.1	626	6.38	21.5	24.1	13
300	237	8.28	39.2	16.7	10	32.8	1075	17.3	54.2	93.9	13
44.9	45.7	4.66	40.7	5.38	17.2	34.6	679	12.9	32.2	56.2	13
77.7	46.1	80.6	737	77.7	11.1	32.8	567	12.9	42.9	85.1	13
35.5	23.3	6.92	18.9	25.3	10.5	35.9	828	11.9	34.9	45.3	13
35.2	26.9	2.59	127	28.6	32.5	52.3	791	11.5	34.3	53.8	13
50.5	44.1	10.9	13.8	4.45	10.4	34	583	17	62.1	248	13
37.5	34.3	5.83	12.7	11.8	11	35.5	777	43.3	103	379	13
23.7	15.5	7.91	72.3	26.9	27.9	65.5	799	9.22	34.6	30.8	13
54.7	43.7	5.23	253	37.9	18.9	36.2	562	12.1	34.3	48.3	13
29.4	30	38.9	308	41.8	25.9	69.8	1512	13.7	28.6	48.3	13
27.9	30.2	20.4	297	75	30	66.1	1155	13.5	26.7	64.9	13
20.5	19.6	13.3	45.7	28.9	34.6	66.7	723	6.85	24.8	44.9	13
20.9	14.6	5.73	99.1	10.6	19.1	39.2	764	26.7	62.1	73.7	13
32.2	32.5	21.9	183	61.5	41	60.4	542	14.1	42.2	73	13
102	84.3	18.9	25	15.3	26.9	76.4	1731	15.1	38.2	74.3	13
41	34.9	2.92	126	21.5	23.5	49.6	426	18.9	42.9	62.1	13
63.8	46.6	19.6	19.5	51.9	44.5	64.9	562	8.51	37.5	54.2	13
111	89	7.84	259	40	8.58	33.4	692	38.2	87.4	189	13
33.7	33.4	5.28	16.7	12.5	14.7	41.4	973	11.2	30.8	35.9	13
28.9	22.5	2.39	160	30.8	10.3	36.5	1747	13.8	66.1	102	13
41.4	31.3	2.74	221	36.8	29.2	84.3	2288	7.84	25.9	36.2	13
71	45.7	5.28	38.9	32.5	29.4	50.5	418	9.14	22.7	16.4	13
106	85.8	9.56	15.1	14.2	16.1	43.3	730	28.4	66.1	198	13
30.5	11.8	99.1	205	39.6	15.4	24.8	626	11.3	28.4	45.3	13
76.4	62.1	10.2	26.4	9.06	15.8	47.8	1084	28.1	67.3	111	13
24.1	17.6	3.34	139	25.5	27.6	50.5	673	42.6	105	123	13
99.1	117	18.8	101	20.7	16.1	45.7	1018	14.1	46.1	125	13
77.7	63.8	3.89	14.5	9.14	16.4	50	2035	8.51	29.4	58.3	13
24.8	26.9	10.6	8.35	11.5	53.3	173	5829	6.73	35.9	20.7	13
26.9	17.2	1.68	98.2	41	33.1	62.6	644	12.3	43.3	73	13
102	95.6	13.8	79.1	11.1	42.9	93.1	1762	8.35	25.5	53.3	13
30	18.8	4.07	308	72.3	22.1	40.3	743	7.84	27.4	45.7	13
58.8	57.8	1.46	130	21.5	45.7	76.4	1670	9.39	31.9	48.7	13
26.7	20	12.6	35.2	11.3	10.6	29.7	429	12.1	35.5	64.4	13
168	143	11.9	54.2	3.13	42.2	75.7	1241	10	23.9	49.6	13
47	40.7	23.3	528	77.7	15.4	42.9	449	8.82	34.9	45.3	13
40.7	20.5	12.1	150	13.7	40.3	63.8	704	8.51	13.2	41.4	13
67.3	57.8	2.25	27.1	9.39	23.5	51.4	1762	12.7	30.8	73.7	13
22.3	31.1	7.23	11.7	1	9.91	33.7	514	20.9	40	157	13
139	31.6	2.5	99.1	30	11.5	32.5	939	26.9	57.8	248	13
17.6	20.5	9.14	78.4	22.3	13.2	30.8	583	23.3	58.8	133	13
58.3	37.9	6.85	16.1	7.84	51.9	83.5	573	11.8	38.9	53.3	13
55.7	58.8	8.51	297	59.9	46.1	105	1382	23.9	60.4	250	13
